Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_signal,MA20,MA50,Ticker,Signal
2024-10-11,1372.0999755859375,1383.2750244140625,1368.824951171875,1370.0,7980122,31.895209589287347,-29.60256765876511,-18.763352707453784,1447.8437438964845,1468.97505859375,RELIANCE,0
2024-10-14,1372.5250244140625,1380.074951171875,1368.25,1379.449951171875,12221432,32.0417310492562,-30.60461305358649,-21.131604776680327,1442.8387451171875,1466.2220678710937,RELIANCE,1
2024-10-15,1344.0250244140625,1371.699951171875,1340.699951171875,1358.5250244140625,33762794,27.73332834040964,-33.31442510874763,-23.568168843093787,1436.4724975585937,1463.2175,RELIANCE,1
2024-10-16,1354.074951171875,1364.0,1337.625,1340.0,20034438,31.244180196128937,-34.25614210451863,-25.70576349537876,1430.5612426757812,1461.4504125976562,RELIANCE,0
2024-10-17,1356.425048828125,1368.449951171875,1352.050048828125,1365.699951171875,15543660,32.075198378165965,-34.41609900207959,-27.447830596718926,1425.2099975585938,1459.5564135742188,RELIANCE,0
2024-10-18,1359.300048828125,1368.425048828125,1341.324951171875,1352.175048828125,12082452,33.13984399353488,-33.91987037193985,-28.742238551763112,1419.6912475585937,1457.5450122070313,RELIANCE,0
2024-10-21,1369.199951171875,1374.0,1357.7249755859375,1367.125,14067408,36.81254280777159,-32.3548002283469,-29.464750887079877,1413.8549926757812,1456.0445434570313,RELIANCE,0
2024-10-22,1343.3499755859375,1376.0,1340.2249755859375,1369.199951171875,15831960,31.88708445502597,-32.8219963138306,-30.13619997243002,1406.353741455078,1453.5252783203125,RELIANCE,0
2024-10-23,1338.5250244140625,1357.4749755859375,1335.0,1337.5,17214742,31.051948540524435,-33.1988896786886,-30.748737913681737,1398.8112426757812,1451.18208984375,RELIANCE,0
2024-10-24,1339.800048828125,1343.699951171875,1323.125,1335.2750244140625,22155934,31.562041881035896,-33.01413022862448,-31.201816376670287,1391.1037475585938,1448.8046044921875,RELIANCE,0
2024-10-25,1327.8499755859375,1344.3499755859375,1322.0,1343.5,18597496,29.36896879962849,-33.44642846537408,-31.650738794411048,1382.5987487792968,1446.2234985351563,RELIANCE,0
2024-10-28,1334.3499755859375,1353.0,1322.0999755859375,1337.0,10824350,32.131356638867985,-32.88544926664099,-31.89768088885704,1373.0074951171875,1443.4464990234376,RELIANCE,0
2024-10-29,1340.0,1343.199951171875,1320.300048828125,1328.0999755859375,12008361,34.528335158760555,-31.62045849652168,-31.84223641038997,1366.1787475585938,1440.4784985351562,RELIANCE,0
2024-10-30,1343.9000244140625,1350.0,1325.3499755859375,1335.0,11984423,36.20325933084421,-29.957908697767607,-31.4653708678655,1360.132501220703,1437.4375,RELIANCE,0
2024-10-31,1332.050048828125,1343.0,1326.1500244140625,1340.0,9331650,33.406782481845056,-29.25923772043916,-31.02414423838023,1356.3862548828124,1434.105,RELIANCE,0
2024-11-01,1338.6500244140625,1341.949951171875,1333.0,1333.050048828125,2127335,36.35550534010714,-27.85191354364906,-30.389698099434,1353.9925048828125,1430.9155004882812,RELIANCE,0
2024-11-04,1302.1500244140625,1340.0,1285.0999755859375,1337.8499755859375,19796890,28.768693466199096,-29.34358931917086,-30.18047634338137,1350.5637573242188,1426.9590014648438,RELIANCE,0
2024-11-05,1305.300048828125,1309.550048828125,1286.1500244140625,1293.0,16267479,30.123955220652107,-29.92659728896592,-30.129700532498283,1345.9612609863282,1422.8130029296874,RELIANCE,0
2024-11-06,1325.3499755859375,1328.300048828125,1300.199951171875,1310.0,21625209,38.185629996412246,-28.44290171437615,-29.79234076887386,1343.498760986328,1419.3110034179688,RELIANCE,0
2024-11-07,1305.6500244140625,1324.0,1302.5999755859375,1324.0,9611974,34.03120153457627,-28.527832605951065,-29.539439136289303,1340.228759765625,1415.4580029296876,RELIANCE,0
2024-11-08,1283.75,1301.6500244140625,1275.0,1297.6500244140625,19814406,30.10946434301252,-30.01628089185715,-29.634807487402878,1335.811260986328,1410.714501953125,RELIANCE,0
2024-11-11,1272.699951171875,1286.0,1267.0,1278.949951171875,9056552,28.33514831550717,-31.72186357631404,-30.05221870518511,1330.8200073242188,1405.9760009765623,RELIANCE,0
2024-11-12,1274.25,1289.300048828125,1267.5,1275.550048828125,10671091,28.967488789101623,-32.572992968715425,-30.55637355789117,1327.3312561035157,1401.1360009765624,RELIANCE,0
2024-11-13,1252.050048828125,1275.449951171875,1249.5,1270.25,14633633,25.49746043274476,-34.63956631301153,-31.373012108915248,1322.230010986328,1395.994501953125,RELIANCE,0
2024-11-14,1267.5999755859375,1272.5999755859375,1251.0999755859375,1253.5999755859375,12612633,31.671704266489485,-34.62347359281398,-32.023104405694994,1317.7887573242188,1391.0555004882813,RELIANCE,0
2024-11-18,1260.75,1272.9000244140625,1243.9000244140625,1267.5999755859375,13620611,30.47363395688033,-34.76273263549388,-32.57103005165477,1312.8612548828123,1386.4110009765625,RELIANCE,0
2024-11-19,1241.6500244140625,1281.5,1235.1500244140625,1260.75,14183746,27.36522361425142,-35.99932700187901,-33.25668944169962,1306.4837585449218,1381.9475024414062,RELIANCE,0
2024-11-21,1223.0,1243.949951171875,1217.25,1241.6500244140625,19433843,24.714319432213543,-38.04567123647234,-34.21448580065417,1300.466259765625,1377.1585034179689,RELIANCE,0
2024-11-22,1265.4000244140625,1268.8499755859375,1222.449951171875,1229.4000244140625,20471957,39.14703782330746,-35.83302535605503,-34.538193711734344,1296.810009765625,1373.2360034179687,RELIANCE,0
2024-11-25,1287.0,1304.449951171875,1282.449951171875,1290.0,28923341,44.93810675220804,-31.96804235051286,-34.024163439490046,1294.170007324219,1369.9460034179688,RELIANCE,0
2024-11-26,1295.699951171875,1297.8499755859375,1284.199951171875,1294.949951171875,9247557,47.12088408197948,-27.8816003882946,-32.79565082925096,1292.5625061035155,1366.2640014648437,RELIANCE,0
2024-11-27,1293.199951171875,1303.8499755859375,1286.0,1293.5,9572746,46.54982086774524,-24.56166323398338,-31.148853310197445,1290.5050048828125,1362.6755004882812,RELIANCE,0
2024-11-28,1270.800048828125,1296.5999755859375,1269.050048828125,1289.949951171875,15027412,41.676220824540486,-23.46755467345201,-29.61259358284836,1287.045007324219,1358.664501953125,RELIANCE,0
2024-11-29,1292.199951171875,1299.5,1275.25,1280.0,13202307,47.34773804025137,-20.635795874406767,-27.817234041160045,1284.460003662109,1355.0625,RELIANCE,0
2024-12-02,1309.1500244140625,1311.3499755859375,1277.050048828125,1288.0,11024152,51.38055118354122,-16.829873070941176,-25.619761847116276,1283.3150024414062,1351.9765014648438,RELIANCE,0
2024-12-03,1323.300048828125,1326.800048828125,1307.0,1317.0,16869482,54.51276160876779,-12.527454419002652,-23.00130036149355,1282.5475036621094,1349.0490014648435,RELIANCE,0
2024-12-04,1308.949951171875,1328.4000244140625,1304.050048828125,1326.0,19608540,50.929390952095545,-10.15858771648368,-20.43275783249157,1282.8875,1345.5094995117188,RELIANCE,0
2024-12-05,1322.050048828125,1329.949951171875,1306.1500244140625,1314.3499755859375,16858723,53.9080641515752,-7.141848604137067,-17.774575986820672,1283.725,1342.0830004882812,RELIANCE,0
2024-12-06,1311.550048828125,1323.9000244140625,1310.0,1323.9000244140625,9037514,51.224108898964005,-5.534524814074757,-15.32656575227149,1283.0350036621094,1338.5265014648437,RELIANCE,0
2024-12-09,1295.1500244140625,1315.0,1293.0999755859375,1303.0,14650002,47.26581056698626,-5.520418096326466,-13.365336221082485,1282.5100036621093,1334.5505029296876,RELIANCE,0
2024-12-10,1284.8499755859375,1294.9000244140625,1280.199951171875,1289.25,16043729,44.91814928408232,-6.268111393823119,-11.945891255630611,1282.5650024414062,1330.2885034179687,RELIANCE,0
2024-12-11,1278.199951171875,1290.0,1276.050048828125,1285.0,11724373,43.41869331809215,-7.312965795048512,-11.019306163514194,1282.8400024414063,1325.3290014648437,RELIANCE,0
2024-12-12,1262.9000244140625,1278.199951171875,1260.5999755859375,1270.0,20906813,40.101835121230685,-9.268752251958858,-10.669195381203128,1282.272503662109,1321.0555029296877,RELIANCE,0
2024-12-13,1272.8499755859375,1275.199951171875,1239.5999755859375,1260.0,28630222,43.143733987585136,-9.901708473696772,-10.515697999701858,1283.3125,1317.2160034179688,RELIANCE,0
2024-12-16,1268.300048828125,1281.0,1266.550048828125,1275.0,9486781,42.0910709598957,-10.647731483103826,-10.542104696382252,1283.3475036621094,1314.4425048828125,RELIANCE,0
2024-12-17,1245.300048828125,1263.9000244140625,1242.800048828125,1261.050048828125,17462791,37.15584645850422,-12.94563861032475,-11.022811479170752,1282.5750061035155,1311.6180053710937,RELIANCE,0
2024-12-18,1253.25,1259.949951171875,1240.6500244140625,1240.6500244140625,12670179,39.78399660817988,-13.96428041297986,-11.611105265932576,1283.1550048828126,1309.268505859375,RELIANCE,1
2024-12-19,1230.449951171875,1244.9000244140625,1229.0,1239.0,14244653,35.23314473796248,-16.422031812597425,-12.573290575265544,1283.5275024414063,1305.9305053710937,RELIANCE,1
2024-12-20,1205.300048828125,1239.5,1201.5,1224.0,20312896,31.018249500166192,-20.166734870344957,-14.091979434281429,1280.522503662109,1302.5445068359377,RELIANCE,1
2024-12-23,1222.300048828125,1227.199951171875,1213.199951171875,1215.0,10052824,36.54416502448503,-21.51467333586993,-15.576518214599128,1277.2875061035156,1299.5695068359375,RELIANCE,1
2024-12-24,1222.75,1233.550048828125,1221.0,1222.300048828125,6734917,36.68872638603494,-22.28967547793104,-16.91914966726551,1273.6400085449218,1296.5825073242188,RELIANCE,1
2024-12-26,1216.550048828125,1227.699951171875,1214.25,1224.25,10016178,35.48900057794053,-23.13744049208367,-18.16280783222914,1269.8075134277344,1293.4630078125,RELIANCE,1
2024-12-27,1221.050048828125,1227.9000244140625,1217.0,1218.300048828125,7000397,37.096796984134286,-23.17899495625329,-19.16604525703397,1267.3200134277345,1291.0035083007813,RELIANCE,1
2024-12-30,1210.699951171875,1223.199951171875,1208.0999755859375,1216.4000244140625,8818766,34.93987120869649,-23.77305259783907,-20.087446725194997,1263.2450134277344,1288.1360083007812,RELIANCE,1
2024-12-31,1215.449951171875,1219.0999755859375,1206.1500244140625,1208.0,6405475,36.75724155179672,-23.588647016769983,-20.78768678350999,1258.560009765625,1285.3165063476563,RELIANCE,0
2025-01-01,1221.25,1226.300048828125,1211.5999755859375,1214.8499755859375,5892590,38.99800135840994,-22.712671261645937,-21.17268367913718,1253.4575073242188,1282.5555053710937,RELIANCE,0
2025-01-02,1241.800048828125,1244.449951171875,1220.0,1221.25,15486276,46.26282719410344,-20.12821147562522,-20.96378923843479,1250.100012207031,1280.0075073242188,RELIANCE,0
2025-01-03,1251.1500244140625,1262.050048828125,1235.5,1243.9000244140625,15521102,49.22566378461328,-17.12810149424513,-20.19665168959686,1246.5550109863282,1278.1635083007814,RELIANCE,0
2025-01-06,1218.0,1262.0,1215.0,1253.949951171875,14816766,40.66493029457786,-17.226842328254406,-19.60268981732837,1241.877508544922,1275.7530078125,RELIANCE,0
2025-01-07,1240.8499755859375,1244.5,1221.25,1222.0,10070505,47.44895365483109,-15.285096013819157,-18.739171056626528,1239.1625061035156,1273.7740063476565,RELIANCE,0
2025-01-08,1265.5,1271.050048828125,1245.3499755859375,1249.0,19346579,53.61077737089703,-11.623211956501107,-17.315979236601446,1238.1950073242188,1272.5270068359375,RELIANCE,0
2025-01-09,1254.75,1269.75,1248.050048828125,1267.0,12794704,50.81260077479367,-9.479306077331556,-15.748644604747469,1237.022509765625,1270.9350073242188,RELIANCE,0
2025-01-10,1241.9000244140625,1256.75,1236.0,1253.8499755859375,8120332,47.613474303174456,-8.716650736378142,-14.342245831073605,1235.972509765625,1268.9730078125,RELIANCE,0
2025-01-13,1239.8499755859375,1245.25,1226.4000244140625,1230.0,13764861,47.103951166628846,-8.183330353129577,-13.1104627354848,1234.322509765625,1266.8920068359375,RELIANCE,0
2025-01-14,1238.75,1253.3499755859375,1227.25,1244.0999755859375,13095266,46.81447175040571,-7.759976762247561,-12.040365540837351,1232.8450073242188,1265.026005859375,RELIANCE,0
2025-01-15,1252.199951171875,1257.0,1241.8499755859375,1244.949951171875,9578856,50.79628247208604,-6.266926114515172,-10.885677655572918,1233.1900024414062,1263.2970043945313,RELIANCE,0
2025-01-16,1266.449951171875,1275.0,1251.300048828125,1258.9000244140625,14117603,54.66855189917622,-3.888986990343028,-9.48633952252694,1233.85,1262.5830029296876,RELIANCE,0
2025-01-17,1302.3499755859375,1326.0,1285.0,1322.25,29366277,62.64456731666744,0.8822092794646323,-7.412629762128626,1237.445001220703,1262.5240014648436,RELIANCE,0
2025-01-20,1305.449951171875,1316.0,1300.25,1316.0,14040244,63.24593486118834,4.857563847799383,-4.958591040143024,1242.4524963378906,1262.1260009765624,RELIANCE,0
2025-01-21,1273.699951171875,1313.0,1270.199951171875,1310.5,14562976,53.709100623559145,5.384037497089594,-2.8900653326965005,1245.022491455078,1261.4869995117188,RELIANCE,0
2025-01-22,1277.0999755859375,1282.9000244140625,1268.699951171875,1278.300048828125,10273590,54.5003308068627,6.006387318058842,-1.1107748025454318,1247.739990234375,1261.3539990234376,RELIANCE,0
2025-01-23,1263.6500244140625,1277.3499755859375,1261.5999755859375,1270.0,8720682,50.80116137346828,5.352603895499669,0.1819009370635883,1250.094989013672,1261.173000488281,RELIANCE,1
2025-01-24,1246.300048828125,1273.0,1243.5,1266.0,14235970,46.42383486847201,3.3953384448102497,0.8245884386129206,1251.357489013672,1260.6140014648438,RELIANCE,1
2025-01-27,1229.3499755859375,1240.449951171875,1220.0,1239.0999755859375,9536019,42.56508848010066,0.4710324519323876,0.7538772412768141,1252.289990234375,1260.16,RELIANCE,1
2025-01-28,1234.4000244140625,1244.75,1218.5,1238.0,10568025,44.05705550972597,-1.422605470180315,0.3185806989853882,1253.2374938964845,1259.4960009765623,RELIANCE,1
2025-01-29,1235.5,1242.75,1228.050048828125,1236.0,5928156,44.395870384610696,-2.8022655564880097,-0.3055885521092913,1253.9499938964843,1258.9910009765624,RELIANCE,1
2025-01-30,1253.050048828125,1257.0,1232.4000244140625,1235.550048828125,9269259,49.63682299119992,-2.4512572782007283,-0.7347222973275788,1254.5124938964843,1259.2190014648438,RELIANCE,1
2025-01-31,1265.0999755859375,1267.0,1249.0,1255.8499755859375,6584612,52.91813554136073,-1.1870685179144402,-0.8251915414449511,1255.209991455078,1260.0610009765626,RELIANCE,1
2025-02-01,1264.5999755859375,1270.550048828125,1241.0,1265.0999755859375,7118453,52.76451590961251,-0.2229654320155987,-0.7047463195590807,1257.539990234375,1260.045,RELIANCE,0
2025-02-03,1245.9000244140625,1256.0,1237.550048828125,1251.0,9252345,47.24099077792005,-0.9568070914524468,-0.7551584739377539,1257.7924926757812,1259.2230004882813,RELIANCE,0
2025-02-04,1285.199951171875,1288.800048828125,1246.5999755859375,1248.050048828125,16691069,57.3466279043236,1.614186416351913,-0.2812894958798205,1258.777490234375,1259.0130004882812,RELIANCE,0
2025-02-05,1278.199951171875,1290.5,1276.699951171875,1282.6500244140625,10112028,55.31429236569299,3.0516977239897187,0.3853079480940874,1259.9499877929688,1258.7130004882813,RELIANCE,0
2025-02-06,1281.550048828125,1288.0,1270.3499755859375,1273.699951171875,9956001,56.11585828761741,4.410420097435235,1.1903303779623169,1261.9324890136718,1258.9280004882812,RELIANCE,0
2025-02-07,1266.699951171875,1283.699951171875,1262.0,1276.1500244140625,8764283,51.68966055290946,4.240061800947615,1.8002766625593765,1263.274987792969,1258.4180004882812,RELIANCE,0
2025-02-10,1253.6500244140625,1266.5,1245.550048828125,1264.5,6970972,48.099228132036274,3.017250610188285,2.0436714520851584,1264.019989013672,1257.308000488281,RELIANCE,0
2025-02-11,1234.8499755859375,1264.550048828125,1230.0999755859375,1264.550048828125,8859714,43.42005580064234,0.5251040372904754,1.739957969126222,1263.152490234375,1255.5389990234376,RELIANCE,0
2025-02-12,1216.550048828125,1226.9000244140625,1193.3499755859375,1219.449951171875,21131654,39.40193036641539,-2.8932397601877256,0.8133184232634325,1260.6574951171874,1253.6910009765625,RELIANCE,0
2025-02-13,1216.0999755859375,1228.0,1212.0,1217.050048828125,8511216,39.30559051681706,-5.574361230407021,-0.4642175074706581,1256.3449951171874,1251.5719995117188,RELIANCE,0
2025-02-14,1217.25,1224.0,1205.449951171875,1219.0,10298145,39.71122370714153,-7.519689651475346,-1.875311936271596,1251.9349975585938,1249.6859985351562,RELIANCE,0
2025-02-17,1224.9000244140625,1227.5,1204.5,1211.0999755859375,8166683,42.465778878830136,-8.347854533509917,-3.16982045571926,1249.4950012207032,1248.2809985351562,RELIANCE,0
2025-02-18,1225.4000244140625,1229.9000244140625,1216.0999755859375,1224.8499755859375,6673250,42.65021190432067,-8.86168337802701,-4.308193040180811,1246.9100036621094,1247.0919995117188,RELIANCE,0
2025-02-19,1227.449951171875,1232.75,1217.550048828125,1219.5,6217338,43.45058701867469,-8.999741068942285,-5.246502645933106,1245.1,1246.076999511719,RELIANCE,1
2025-02-20,1233.0,1239.3499755859375,1222.0,1223.949951171875,7795582,45.66170007435828,-8.56260583685821,-5.909723284118127,1244.4349975585938,1245.4789990234376,RELIANCE,1
2025-02-21,1228.1500244140625,1240.0,1222.1500244140625,1228.699951171875,6904025,44.04112669496263,-8.5094340540536,-6.429665438105221,1244.375,1244.585,RELIANCE,1
2025-02-24,1214.550048828125,1223.25,1210.5,1216.550048828125,7172498,39.77787066882996,-9.45569997974826,-7.03487234643383,1243.382501220703,1243.51,RELIANCE,1
2025-02-25,1204.0,1221.0,1201.5,1211.0,11552182,36.8017376193575,-10.93091848924837,-7.814081574996738,1241.8075012207032,1242.6839990234375,RELIANCE,1
2025-02-27,1207.0999755859375,1215.0,1200.6500244140625,1212.800048828125,11509215,38.26338335432211,-11.714856095371944,-8.59423647907178,1239.5099975585938,1241.7609985351562,RELIANCE,1
2025-02-28,1200.0999755859375,1217.3499755859375,1193.300048828125,1202.0,23007298,36.22595973756789,-12.753954150364734,-9.426180013330372,1236.2599975585938,1241.1539990234376,RELIANCE,1
2025-03-03,1171.25,1206.449951171875,1156.0,1204.0,17944938,29.30106126000921,-15.724140660130615,-10.68577214269042,1231.5924987792969,1240.472998046875,RELIANCE,1
2025-03-04,1161.9000244140625,1174.0,1159.550048828125,1162.199951171875,11377373,27.46842221444112,-18.61788437509153,-12.272194589170644,1227.3924987792968,1239.2649975585937,RELIANCE,1
2025-03-05,1175.5999755859375,1183.0,1157.0,1161.0,8664095,33.98376900228024,-19.580019279084127,-13.733759527153342,1221.9125,1238.3219970703126,RELIANCE,1
